ID,Produto,Categoria,Preco,Quantidade,Data_Venda,Vendedor,Total_Vendas
4205,Produto C,Categoria 2,35.84,14,2034-07-06,Vendedor 3,501.76000000000005
4206,Produto B,Categoria 3,19.42,16,2034-07-07,Vendedor 1,310.72
4207,Produto A,Categoria 2,78.72,8,2034-07-08,Vendedor 2,629.76
4208,Produto C,Categoria 1,55.97,17,2034-07-09,Vendedor 3,951.49
4209,Produto C,Categoria 3,60.11,5,2034-07-10,Vendedor 3,300.55
4210,Produto A,Categoria 3,47.01,12,2034-07-11,Vendedor 1,564.12
4211,Produto C,Categoria 3,51.43,6,2034-07-12,Vendedor 1,308.58
4212,Produto B,Categoria 3,20.44,18,2034-07-13,Vendedor 3,367.92
4213,Produto B,Categoria 3,70.56,5,2034-07-14,Vendedor 1,352.8
4214,Produto A,Categoria 1,48.92,6,2034-07-15,Vendedor 1,293.52
4215,Produto B,Categoria 3,83.51,9,2034-07-16,Vendedor 3,751.59
4216,Produto A,Categoria 2,27.67,15,2034-07-17,Vendedor 2,415.05
4217,Produto A,Categoria 3,28.45,10,2034-07-18,Vendedor 2,284.5
4218,Produto B,Categoria 3,68.12,17,2034-07-19,Vendedor 3,1158.04
4219,Produto A,Categoria 3,86.14,19,2034-07-20,Vendedor 2,1636.66
4220,Produto B,Categoria 3,52.5,12,2034-07-21,Vendedor 3,630.0
4221,Produto C,Categoria 3,75.43,9,2034-07-22,Vendedor 3,678.8700000000001
4222,Produto C,Categoria 1,99.94,15,2034-07-23,Vendedor 1,1499.1
4223,Produto A,Categoria 1,99.12,14,2034-07-24,Vendedor 2,1387.68
4224,Produto B,Categoria 3,76.99,1,2034-07-25,Vendedor 3,76.99
4225,Produto B,Categoria 1,76.56,17,2034-07-26,Vendedor 2,1301.52
4226,Produto C,Categoria 2,32.29,1,2034-07-27,Vendedor 2,32.29
4227,Produto C,Categoria 3,85.02,13,2034-07-28,Vendedor 2,1105.26
4228,Produto B,Categoria 2,46.46,8,2034-07-29,Vendedor 3,371.68
4229,Produto A,Categoria 2,96.58,13,2034-07-30,Vendedor 1,1255.54
4230,Produto C,Categoria 3,17.33,16,2034-07-31,Vendedor 2,277.28
4231,Produto A,Categoria 2,49.23,2,2034-08-01,Vendedor 3,98.46
4232,Produto A,Categoria 2,60.03,13,2034-08-02,Vendedor 2,780.39
4233,Produto C,Categoria 2,46.46,18,2034-08-03,Vendedor 1,836.28
4234,Produto A,Categoria 3,28.95,3,2034-08-04,Vendedor 2,86.85
4235,Produto A,Categoria 3,63.37,13,2034-08-05,Vendedor 3,823.81
4236,Produto B,Categoria 2,78.03,19,2034-08-06,Vendedor 2,1482.57
4237,Produto A,Categoria 3,68.04,13,2034-08-07,Vendedor 2,884.5200000000001
4238,Produto B,Categoria 3,31.1,19,2034-08-08,Vendedor 2,590.9
4239,Produto C,Categoria 2,75.84,4,2034-08-09,Vendedor 1,303.36
4240,Produto C,Categoria 3,33.12,19,2034-08-10,Vendedor 2,629.28
4241,Produto B,Categoria 1,25.77,18,2034-08-11,Vendedor 3,463.86
4242,Produto C,Categoria 3,72.16,6,2034-08-12,Vendedor 2,432.96
4243,Produto A,Categoria 1,85.85,19,2034-08-13,Vendedor 2,1631.1499999999999
4244,Produto A,Categoria 2,53.34,4,2034-08-14,Vendedor 2,213.36
4245,Produto A,Categoria 3,57.83,4,2034-08-15,Vendedor 1,231.32
4246,Produto C,Categoria 2,37.25,7,2034-08-16,Vendedor 3,260.75
4247,Produto A,Categoria 2,54.52,7,2034-08-17,Vendedor 2,381.64000000000004
4248,Produto C,Categoria 2,21.88,16,2034-08-18,Vendedor 3,350.08
4249,Produto A,Categoria 2,96.02,16,2034-08-19,Vendedor 3,1536.32
4250,Produto B,Categoria 2,82.03,5,2034-08-20,Vendedor 1,410.15
4251,Produto C,Categoria 3,70.12,15,2034-08-21,Vendedor 3,1051.8000000000002
4252,Produto C,Categoria 1,58.44,4,2034-08-22,Vendedor 2,233.76
4253,Produto A,Categoria 3,81.3,13,2034-08-23,Vendedor 1,1056.8999999999999
4254,Produto C,Categoria 3,54.53,19,2034-08-24,Vendedor 1,1036.07
4255,Produto C,Categoria 3,37.0,7,2034-08-25,Vendedor 3,259.0
4256,Produto B,Categoria 3,24.43,12,2034-08-26,Vendedor 1,293.15999999999997
4257,Produto B,Categoria 1,68.28,9,2034-08-27,Vendedor 3,614.52
4258,Produto A,Categoria 3,93.65,17,2034-08-28,Vendedor 3,1592.0500000000002
4259,Produto B,Categoria 2,23.83,2,2034-08-29,Vendedor 1,47.66
4260,Produto A,Categoria 3,26.2,16,2034-08-30,Vendedor 2,419.2
4261,Produto A,Categoria 3,49.02,7,2034-08-31,Vendedor 3,343.14000000000004
4262,Produto A,Categoria 1,82.62,18,2034-09-01,Vendedor 1,1487.16
4263,Produto C,Categoria 1,36.45,7,2034-09-02,Vendedor 1,255.15000000000003
4264,Produto B,Categoria 2,32.85,1,2034-09-03,Vendedor 3,32.85
4265,Produto A,Categoria 3,65.8,3,2034-09-04,Vendedor 3,197.39999999999998
4266,Produto B,Categoria 3,58.21,11,2034-09-05,Vendedor 3,640.3100000000001
4267,Produto A,Categoria 3,15.42,15,2034-09-06,Vendedor 3,231.3
4268,Produto B,Categoria 2,17.33,3,2034-09-07,Vendedor 2,51.989999999999995
4269,Produto B,Categoria 1,67.87,13,2034-09-08,Vendedor 2,882.3100000000001
4270,Produto A,Categoria 2,51.86,4,2034-09-09,Vendedor 2,207.44
4271,Produto C,Categoria 3,97.39,8,2034-09-10,Vendedor 2,779.12
4272,Produto B,Categoria 1,71.07,4,2034-09-11,Vendedor 1,284.28
4273,Produto C,Categoria 1,10.91,18,2034-09-12,Vendedor 3,196.38
4274,Produto C,Categoria 2,53.29,7,2034-09-13,Vendedor 1,373.03
4275,Produto A,Categoria 1,47.3,11,2034-09-14,Vendedor 1,520.3
4276,Produto A,Categoria 1,19.6,4,2034-09-15,Vendedor 2,78.4
4277,Produto A,Categoria 3,93.09,13,2034-09-16,Vendedor 1,1210.17
4278,Produto B,Categoria 3,82.45,9,2034-09-17,Vendedor 2,742.0500000000001
4279,Produto A,Categoria 1,30.71,9,2034-09-18,Vendedor 3,276.39
4280,Produto A,Categoria 1,33.04,19,2034-09-19,Vendedor 2,627.76
4281,Produto B,Categoria 2,12.88,3,2034-09-20,Vendedor 3,38.64
4282,Produto B,Categoria 2,36.7,12,2034-09-21,Vendedor 2,440.40000000000003
4283,Produto A,Categoria 1,62.62,11,2034-09-22,Vendedor 1,688.8199999999999
4284,Produto A,Categoria 3,47.88,11,2034-09-23,Vendedor 1,526.6800000000001
4285,Produto A,Categoria 1,97.23,17,2034-09-24,Vendedor 2,1652.91
4286,Produto A,Categoria 1,15.05,14,2034-09-25,Vendedor 3,210.70000000000002
4287,Produto C,Categoria 3,63.23,16,2034-09-26,Vendedor 3,1011.68
4288,Produto C,Categoria 3,87.25,10,2034-09-27,Vendedor 2,872.5
4289,Produto A,Categoria 2,53.27,4,2034-09-28,Vendedor 1,213.08
4290,Produto C,Categoria 2,10.27,10,2034-09-29,Vendedor 3,102.69999999999999
4291,Produto B,Categoria 2,31.85,12,2034-09-30,Vendedor 2,382.20000000000005
4292,Produto C,Categoria 2,39.14,9,2034-10-01,Vendedor 3,352.26
4293,Produto C,Categoria 3,96.94,15,2034-10-02,Vendedor 1,1454.1
4294,Produto A,Categoria 1,92.06,9,2034-10-03,Vendedor 3,828.54
4295,Produto C,Categoria 2,95.43,7,2034-10-04,Vendedor 2,668.01
4296,Produto C,Categoria 2,84.32,12,2034-10-05,Vendedor 3,1011.8399999999999
4297,Produto C,Categoria 3,41.65,14,2034-10-06,Vendedor 3,583.1
4298,Produto C,Categoria 3,91.53,16,2034-10-07,Vendedor 1,1464.48
4299,Produto B,Categoria 1,98.35,19,2034-10-08,Vendedor 1,1868.6499999999999
4300,Produto A,Categoria 1,41.51,3,2034-10-09,Vendedor 1,124.53
4301,Produto A,Categoria 3,33.45,11,2034-10-10,Vendedor 1,367.95000000000005
4302,Produto B,Categoria 2,59.22,19,2034-10-11,Vendedor 2,1125.18
4303,Produto C,Categoria 2,26.84,8,2034-10-12,Vendedor 3,214.72
4304,Produto B,Categoria 2,12.94,8,2034-10-13,Vendedor 3,103.52
4305,Produto C,Categoria 1,95.12,3,2034-10-14,Vendedor 3,285.36
4306,Produto B,Categoria 2,93.32,10,2034-10-15,Vendedor 3,933.1999999999999
4307,Produto A,Categoria 2,24.64,13,2034-10-16,Vendedor 2,320.32
4308,Produto A,Categoria 3,46.7,9,2034-10-17,Vendedor 1,420.3
4309,Produto A,Categoria 2,84.79,6,2034-10-18,Vendedor 3,508.74
4310,Produto C,Categoria 3,69.49,15,2034-10-19,Vendedor 3,1042.35
4311,Produto C,Categoria 2,45.53,16,2034-10-20,Vendedor 1,728.48
4312,Produto B,Categoria 1,76.98,5,2034-10-21,Vendedor 1,384.90000000000003
4313,Produto B,Categoria 2,90.73,13,2034-10-22,Vendedor 3,1179.49
4314,Produto A,Categoria 2,93.35,19,2034-10-23,Vendedor 1,1773.6499999999999
4315,Produto C,Categoria 3,44.1,2,2034-10-24,Vendedor 3,88.2
4316,Produto B,Categoria 3,25.62,6,2034-10-25,Vendedor 3,153.72
4317,Produto C,Categoria 3,92.16,1,2034-10-26,Vendedor 3,92.16
4318,Produto C,Categoria 2,18.33,15,2034-10-27,Vendedor 3,274.95
4319,Produto A,Categoria 2,74.95,15,2034-10-28,Vendedor 3,1124.25
4320,Produto A,Categoria 1,22.64,14,2034-10-29,Vendedor 3,316.96000000000004
4321,Produto C,Categoria 2,45.04,7,2034-10-30,Vendedor 1,315.28
4322,Produto C,Categoria 1,47.04,5,2034-10-31,Vendedor 2,235.2
4323,Produto C,Categoria 3,24.29,16,2034-11-01,Vendedor 2,388.64
4324,Produto C,Categoria 3,93.04,17,2034-11-02,Vendedor 3,1581.68
4325,Produto A,Categoria 3,10.24,11,2034-11-03,Vendedor 1,112.64
4326,Produto B,Categoria 1,90.44,15,2034-11-04,Vendedor 3,1356.6
4327,Produto A,Categoria 2,89.54,16,2034-11-05,Vendedor 1,1432.64
4328,Produto B,Categoria 3,38.53,3,2034-11-06,Vendedor 3,115.59
4329,Produto C,Categoria 2,73.39,6,2034-11-07,Vendedor 3,440.34000000000003
4330,Produto B,Categoria 2,32.75,13,2034-11-08,Vendedor 2,425.75
4331,Produto A,Categoria 3,78.29,1,2034-11-09,Vendedor 1,78.29
4332,Produto A,Categoria 1,60.5,14,2034-11-10,Vendedor 1,847.0
4333,Produto C,Categoria 2,37.02,2,2034-11-11,Vendedor 2,74.04
4334,Produto A,Categoria 3,46.02,2,2034-11-12,Vendedor 2,92.04
4335,Produto C,Categoria 2,72.09,15,2034-11-13,Vendedor 2,1081.3500000000001
4336,Produto A,Categoria 2,91.55,18,2034-11-14,Vendedor 2,1647.8999999999999
4337,Produto A,Categoria 2,21.77,9,2034-11-15,Vendedor 1,195.93
4338,Produto C,Categoria 2,61.42,3,2034-11-16,Vendedor 1,184.26
4339,Produto B,Categoria 2,32.84,4,2034-11-17,Vendedor 2,131.36
4340,Produto A,Categoria 1,82.12,15,2034-11-18,Vendedor 3,1231.8000000000002
4341,Produto B,Categoria 1,16.32,5,2034-11-19,Vendedor 3,81.6
4342,Produto A,Categoria 3,72.01,5,2034-11-20,Vendedor 3,360.05
4343,Produto A,Categoria 1,25.75,10,2034-11-21,Vendedor 3,257.5
4344,Produto A,Categoria 1,63.67,16,2034-11-22,Vendedor 1,1018.72
4345,Produto A,Categoria 1,85.21,12,2034-11-23,Vendedor 1,1022.52
4346,Produto B,Categoria 2,77.96,14,2034-11-24,Vendedor 1,1091.4399999999998
4347,Produto B,Categoria 2,77.76,11,2034-11-25,Vendedor 3,855.36
4348,Produto A,Categoria 3,56.61,19,2034-11-26,Vendedor 2,1075.59
4349,Produto A,Categoria 3,90.17,6,2034-11-27,Vendedor 3,541.02
4350,Produto B,Categoria 3,62.93,10,2034-11-28,Vendedor 1,629.3
4351,Produto C,Categoria 2,92.58,3,2034-11-29,Vendedor 3,277.74
4352,Produto C,Categoria 1,59.19,15,2034-11-30,Vendedor 2,887.8499999999999
4353,Produto B,Categoria 1,55.54,11,2034-12-01,Vendedor 2,610.9399999999999
4354,Produto A,Categoria 2,30.01,2,2034-12-02,Vendedor 3,60.02
4355,Produto A,Categoria 3,59.03,6,2034-12-03,Vendedor 1,354.18
4356,Produto C,Categoria 3,22.65,17,2034-12-04,Vendedor 1,385.04999999999995
4357,Produto C,Categoria 3,88.27,18,2034-12-05,Vendedor 1,1588.86
4358,Produto B,Categoria 2,70.83,4,2034-12-06,Vendedor 3,283.32
4359,Produto C,Categoria 3,99.43,9,2034-12-07,Vendedor 1,894.8700000000001
4360,Produto B,Categoria 3,18.29,10,2034-12-08,Vendedor 3,182.89999999999998
4361,Produto C,Categoria 2,31.66,2,2034-12-09,Vendedor 1,63.32
4362,Produto C,Categoria 1,88.94,11,2034-12-10,Vendedor 2,978.3399999999999
4363,Produto C,Categoria 2,45.57,11,2034-12-11,Vendedor 2,501.27
4364,Produto A,Categoria 2,51.97,11,2034-12-12,Vendedor 1,571.67
4365,Produto A,Categoria 2,87.46,1,2034-12-13,Vendedor 3,87.46
4366,Produto A,Categoria 2,56.96,14,2034-12-14,Vendedor 1,797.44
4367,Produto C,Categoria 1,27.41,1,2034-12-15,Vendedor 3,27.41
4368,Produto B,Categoria 3,90.28,9,2034-12-16,Vendedor 2,812.52
4369,Produto B,Categoria 2,12.8,1,2034-12-17,Vendedor 3,12.8
4370,Produto B,Categoria 1,90.59,4,2034-12-18,Vendedor 1,362.36
4371,Produto B,Categoria 3,14.55,1,2034-12-19,Vendedor 2,14.55
4372,Produto A,Categoria 3,69.93,19,2034-12-20,Vendedor 3,1328.67
4373,Produto A,Categoria 3,16.45,10,2034-12-21,Vendedor 3,164.5
4374,Produto C,Categoria 2,73.56,15,2034-12-22,Vendedor 2,1103.4
4375,Produto C,Categoria 2,13.06,4,2034-12-23,Vendedor 1,52.24
4376,Produto B,Categoria 3,85.82,14,2034-12-24,Vendedor 2,1201.48
4377,Produto A,Categoria 3,51.93,5,2034-12-25,Vendedor 1,259.65
4378,Produto B,Categoria 3,18.41,15,2034-12-26,Vendedor 1,276.15
4379,Produto C,Categoria 3,73.61,15,2034-12-27,Vendedor 3,1104.15
4380,Produto C,Categoria 3,54.04,16,2034-12-28,Vendedor 1,864.64
4381,Produto B,Categoria 3,27.19,16,2034-12-29,Vendedor 1,435.04
4382,Produto C,Categoria 1,11.41,4,2034-12-30,Vendedor 2,45.64
4383,Produto B,Categoria 3,47.62,9,2034-12-31,Vendedor 2,428.58
4384,Produto A,Categoria 2,17.71,1,2035-01-01,Vendedor 1,17.71
4385,Produto B,Categoria 2,18.48,5,2035-01-02,Vendedor 3,92.4
4386,Produto A,Categoria 2,34.06,9,2035-01-03,Vendedor 2,306.54
4387,Produto A,Categoria 3,66.74,5,2035-01-04,Vendedor 3,333.7
4388,Produto C,Categoria 2,57.69,4,2035-01-05,Vendedor 2,230.76
4389,Produto C,Categoria 1,16.21,16,2035-01-06,Vendedor 2,259.36
4390,Produto C,Categoria 3,97.16,2,2035-01-07,Vendedor 1,194.32
4391,Produto B,Categoria 2,89.85,16,2035-01-08,Vendedor 2,1437.6
4392,Produto B,Categoria 1,33.33,18,2035-01-09,Vendedor 2,599.9399999999999
4393,Produto C,Categoria 1,21.01,2,2035-01-10,Vendedor 3,42.02
4394,Produto B,Categoria 2,94.82,16,2035-01-11,Vendedor 2,1517.12
4395,Produto C,Categoria 1,51.5,1,2035-01-12,Vendedor 2,51.5
4396,Produto B,Categoria 2,38.01,16,2035-01-13,Vendedor 3,608.16
4397,Produto A,Categoria 1,54.13,3,2035-01-14,Vendedor 1,162.39000000000001
4398,Produto A,Categoria 3,79.55,15,2035-01-15,Vendedor 1,1193.25
4399,Produto C,Categoria 3,25.15,11,2035-01-16,Vendedor 2,276.65
4400,Produto B,Categoria 3,79.07,10,2035-01-17,Vendedor 2,790.6999999999999
4401,Produto B,Categoria 3,77.45,17,2035-01-18,Vendedor 3,1316.65
4402,Produto A,Categoria 3,58.54,4,2035-01-19,Vendedor 1,234.16
4403,Produto A,Categoria 2,87.93,17,2035-01-20,Vendedor 1,1494.8100000000002
4404,Produto C,Categoria 3,21.89,4,2035-01-21,Vendedor 1,87.56
4405,Produto A,Categoria 3,63.59,19,2035-01-22,Vendedor 3,1208.21
4406,Produto C,Categoria 3,50.44,1,2035-01-23,Vendedor 3,50.44
4407,Produto A,Categoria 3,48.01,14,2035-01-24,Vendedor 3,672.14
4408,Produto A,Categoria 1,32.73,11,2035-01-25,Vendedor 2,360.03
4409,Produto B,Categoria 3,43.51,7,2035-01-26,Vendedor 1,304.57
4410,Produto A,Categoria 3,19.73,17,2035-01-27,Vendedor 2,335.41
4411,Produto A,Categoria 2,32.64,4,2035-01-28,Vendedor 2,130.56
4412,Produto C,Categoria 1,34.48,10,2035-01-29,Vendedor 3,344.79999999999995
4413,Produto A,Categoria 2,74.86,17,2035-01-30,Vendedor 1,1272.62
4414,Produto C,Categoria 3,14.37,4,2035-01-31,Vendedor 2,57.48
4415,Produto A,Categoria 2,68.61,19,2035-02-01,Vendedor 1,1303.59
4416,Produto A,Categoria 2,29.93,18,2035-02-02,Vendedor 2,538.74
4417,Produto C,Categoria 3,17.37,17,2035-02-03,Vendedor 3,295.29
4418,Produto B,Categoria 1,37.07,6,2035-02-04,Vendedor 2,222.42000000000002
4419,Produto C,Categoria 1,30.2,7,2035-02-05,Vendedor 3,211.4
4420,Produto C,Categoria 2,59.68,6,2035-02-06,Vendedor 1,358.08
4421,Produto C,Categoria 3,42.16,12,2035-02-07,Vendedor 2,505.91999999999996
4422,Produto B,Categoria 2,96.94,9,2035-02-08,Vendedor 2,872.46
4423,Produto A,Categoria 2,96.72,18,2035-02-09,Vendedor 3,1740.96
4424,Produto C,Categoria 2,49.93,2,2035-02-10,Vendedor 3,99.86
4425,Produto C,Categoria 3,81.56,17,2035-02-11,Vendedor 1,1386.52
4426,Produto B,Categoria 3,11.19,1,2035-02-12,Vendedor 3,11.19
4427,Produto C,Categoria 1,59.3,9,2035-02-13,Vendedor 1,533.6999999999999
4428,Produto A,Categoria 3,76.9,6,2035-02-14,Vendedor 2,461.40000000000003
4429,Produto B,Categoria 2,29.52,2,2035-02-15,Vendedor 1,59.04
4430,Produto A,Categoria 2,15.51,6,2035-02-16,Vendedor 1,93.06
4431,Produto A,Categoria 1,24.03,9,2035-02-17,Vendedor 1,216.27
4432,Produto B,Categoria 3,49.77,3,2035-02-18,Vendedor 2,149.31
4433,Produto C,Categoria 2,55.57,16,2035-02-19,Vendedor 2,889.12
4434,Produto A,Categoria 1,44.28,15,2035-02-20,Vendedor 3,664.2
4435,Produto A,Categoria 1,49.6,12,2035-02-21,Vendedor 1,595.2
4436,Produto A,Categoria 2,52.32,8,2035-02-22,Vendedor 2,418.56
4437,Produto A,Categoria 2,79.25,6,2035-02-23,Vendedor 1,475.5
4438,Produto B,Categoria 3,19.47,3,2035-02-24,Vendedor 1,58.41
4439,Produto B,Categoria 1,79.21,4,2035-02-25,Vendedor 1,316.84
4440,Produto A,Categoria 2,71.98,10,2035-02-26,Vendedor 2,719.8000000000001
4441,Produto C,Categoria 1,76.75,14,2035-02-27,Vendedor 1,1074.5
4442,Produto A,Categoria 3,76.1,15,2035-02-28,Vendedor 1,1141.5
4443,Produto C,Categoria 2,52.35,7,2035-03-01,Vendedor 3,366.45
4444,Produto A,Categoria 3,29.03,7,2035-03-02,Vendedor 1,203.21
4445,Produto C,Categoria 1,58.3,8,2035-03-03,Vendedor 3,466.4
4446,Produto A,Categoria 3,96.22,10,2035-03-04,Vendedor 1,962.2
4447,Produto C,Categoria 3,62.97,19,2035-03-05,Vendedor 3,1196.43
4448,Produto A,Categoria 1,10.99,19,2035-03-06,Vendedor 2,208.81
4449,Produto A,Categoria 3,15.37,2,2035-03-07,Vendedor 2,30.74
4450,Produto C,Categoria 1,99.36,15,2035-03-08,Vendedor 1,1490.4
4451,Produto B,Categoria 2,16.48,1,2035-03-09,Vendedor 3,16.48
4452,Produto C,Categoria 1,14.14,10,2035-03-10,Vendedor 2,141.4
4453,Produto B,Categoria 1,41.77,6,2035-03-11,Vendedor 1,250.62
4454,Produto A,Categoria 2,97.24,13,2035-03-12,Vendedor 1,1264.12
4455,Produto C,Categoria 1,38.68,10,2035-03-13,Vendedor 3,386.8
4456,Produto C,Categoria 2,46.89,12,2035-03-14,Vendedor 3,562.6800000000001
4457,Produto C,Categoria 2,67.07,6,2035-03-15,Vendedor 1,402.41999999999996
4458,Produto B,Categoria 1,12.17,6,2035-03-16,Vendedor 3,73.02
4459,Produto B,Categoria 3,90.8,1,2035-03-17,Vendedor 3,90.8
4460,Produto A,Categoria 3,56.75,12,2035-03-18,Vendedor 2,681.0
4461,Produto B,Categoria 2,52.01,10,2035-03-19,Vendedor 3,520.1
4462,Produto B,Categoria 3,87.47,14,2035-03-20,Vendedor 1,1224.58
4463,Produto A,Categoria 3,95.78,15,2035-03-21,Vendedor 3,1436.7
4464,Produto C,Categoria 1,48.11,4,2035-03-22,Vendedor 1,192.44
4465,Produto C,Categoria 2,25.52,1,2035-03-23,Vendedor 1,25.52
4466,Produto A,Categoria 2,83.41,8,2035-03-24,Vendedor 3,667.28
4467,Produto C,Categoria 1,46.29,3,2035-03-25,Vendedor 3,138.87
4468,Produto B,Categoria 3,94.2,14,2035-03-26,Vendedor 3,1318.8
4469,Produto A,Categoria 2,95.49,17,2035-03-27,Vendedor 2,1623.33
4470,Produto A,Categoria 3,20.33,2,2035-03-28,Vendedor 2,40.66
4471,Produto A,Categoria 2,96.09,15,2035-03-29,Vendedor 3,1441.3500000000001
4472,Produto C,Categoria 2,43.14,6,2035-03-30,Vendedor 1,258.84000000000003
4473,Produto A,Categoria 2,68.16,5,2035-03-31,Vendedor 3,340.79999999999995
4474,Produto A,Categoria 2,13.13,14,2035-04-01,Vendedor 2,183.82000000000002
4475,Produto A,Categoria 3,90.0,19,2035-04-02,Vendedor 2,1710.0
4476,Produto C,Categoria 3,67.74,9,2035-04-03,Vendedor 3,609.66
4477,Produto B,Categoria 3,67.92,8,2035-04-04,Vendedor 1,543.36
4478,Produto A,Categoria 3,91.2,3,2035-04-05,Vendedor 1,273.6
4479,Produto B,Categoria 1,55.75,18,2035-04-06,Vendedor 2,1003.5
4480,Produto C,Categoria 2,46.95,8,2035-04-07,Vendedor 2,375.6
4481,Produto C,Categoria 2,87.95,16,2035-04-08,Vendedor 2,1407.2
4482,Produto C,Categoria 2,76.82,15,2035-04-09,Vendedor 1,1152.3
4483,Produto C,Categoria 1,95.41,15,2035-04-10,Vendedor 2,1431.1499999999999
4484,Produto B,Categoria 3,94.61,16,2035-04-11,Vendedor 2,1513.76
4485,Produto A,Categoria 2,44.41,1,2035-04-12,Vendedor 1,44.41
4486,Produto C,Categoria 3,50.23,10,2035-04-13,Vendedor 2,502.29999999999995
4487,Produto C,Categoria 3,33.04,19,2035-04-14,Vendedor 2,627.76
4488,Produto B,Categoria 1,69.46,5,2035-04-15,Vendedor 3,347.29999999999995
4489,Produto B,Categoria 1,42.81,18,2035-04-16,Vendedor 2,770.58
4490,Produto C,Categoria 3,80.75,3,2035-04-17,Vendedor 3,242.25
4491,Produto A,Categoria 2,20.94,4,2035-04-18,Vendedor 2,83.76
4492,Produto A,Categoria 2,20.48,4,2035-04-19,Vendedor 2,81.92
4493,Produto C,Categoria 1,28.4,11,2035-04-20,Vendedor 3,312.4
4494,Produto B,Categoria 1,17.59,9,2035-04-21,Vendedor 2,158.31
4495,Produto C,Categoria 1,65.8,1,2035-04-22,Vendedor 3,65.8
4496,Produto C,Categoria 1,23.26,16,2035-04-23,Vendedor 2,372.16
4497,Produto B,Categoria 1,24.4,9,2035-04-24,Vendedor 3,219.6
4498,Produto C,Categoria 1,11.28,11,2035-04-25,Vendedor 3,124.08
4499,Produto C,Categoria 1,80.39,6,2035-04-26,Vendedor 2,482.34000000000003
4500,Produto C,Categoria 2,83.11,17,2035-04-27,Vendedor 2,1412.87
4501,Produto B,Categoria 1,24.58,12,2035-04-28,Vendedor 3,294.96
4502,Produto A,Categoria 1,76.56,8,2035-04-29,Vendedor 1,612.48
4503,Produto A,Categoria 2,49.02,16,2035-04-30,Vendedor 2,784.32
4504,Produto B,Categoria 2,31.56,5,2035-05-01,Vendedor 2,157.79999999999998
4505,Produto A,Categoria 3,65.92,1,2035-05-02,Vendedor 1,65.92
4506,Produto C,Categoria 1,26.06,17,2035-05-03,Vendedor 1,443.02
4507,Produto A,Categoria 1,78.12,8,2035-05-04,Vendedor 3,624.96
4508,Produto C,Categoria 1,14.29,10,2035-05-05,Vendedor 2,142.89999999999998
4509,Produto A,Categoria 1,96.32,18,2035-05-06,Vendedor 3,1733.7599999999998
4510,Produto B,Categoria 3,16.47,15,2035-05-07,Vendedor 2,247.04999999999998
4511,Produto A,Categoria 2,62.15,13,2035-05-08,Vendedor 1,807.9499999999999
4512,Produto A,Categoria 2,91.2,10,2035-05-09,Vendedor 3,912.0
4513,Produto A,Categoria 1,11.07,9,2035-05-10,Vendedor 2,99.63
4514,Produto B,Categoria 1,54.87,13,2035-05-11,Vendedor 2,713.31
4515,Produto A,Categoria 1,41.5,3,2035-05-12,Vendedor 1,124.5
4516,Produto B,Categoria 3,62.23,3,2035-05-13,Vendedor 1,186.69
4517,Produto C,Categoria 3,30.29,1,2035-05-14,Vendedor 2,30.29
4518,Produto A,Categoria 2,15.84,2,2035-05-15,Vendedor 1,31.68
4519,Produto B,Categoria 1,66.33,11,2035-05-16,Vendedor 1,729.63
4520,Produto B,Categoria 1,47.52,14,2035-05-17,Vendedor 3,665.2800000000001
4521,Produto A,Categoria 1,66.02,10,2035-05-18,Vendedor 2,660.1999999999999
4522,Produto C,Categoria 1,28.95,7,2035-05-19,Vendedor 3,202.65
4523,Produto B,Categoria 3,40.49,1,2035-05-20,Vendedor 1,40.49
4524,Produto A,Categoria 2,60.55,7,2035-05-21,Vendedor 2,423.84999999999997
4525,Produto C,Categoria 2,63.38,15,2035-05-22,Vendedor 1,950.7
4526,Produto B,Categoria 3,43.51,11,2035-05-23,Vendedor 1,478.60999999999996
4527,Produto B,Categoria 1,35.2,6,2035-05-24,Vendedor 2,211.20000000000002
4528,Produto C,Categoria 2,34.63,7,2035-05-25,Vendedor 1,242.41000000000003
4529,Produto C,Categoria 2,25.72,7,2035-05-26,Vendedor 3,180.04
4530,Produto A,Categoria 3,39.29,1,2035-05-27,Vendedor 2,39.29
4531,Produto A,Categoria 1,27.95,10,2035-05-28,Vendedor 1,279.5
4532,Produto B,Categoria 2,67.04,15,2035-05-29,Vendedor 1,1005.6000000000001
4533,Produto C,Categoria 1,61.22,8,2035-05-30,Vendedor 1,489.76
4534,Produto C,Categoria 2,44.43,19,2035-05-31,Vendedor 2,844.17
4535,Produto C,Categoria 3,39.32,3,2035-06-01,Vendedor 3,117.96000000000001
4536,Produto B,Categoria 1,31.39,15,2035-06-02,Vendedor 1,470.85
4537,Produto C,Categoria 3,58.19,4,2035-06-03,Vendedor 1,232.76
4538,Produto C,Categoria 2,92.7,6,2035-06-04,Vendedor 1,556.2
4539,Produto B,Categoria 3,71.71,10,2035-06-05,Vendedor 2,717.0999999999999
